tranId,productId,qty,amt,tranDate
2025-03-20T_3_15-31-07-397108_1,52,4,3.48,2025-03-20
2025-03-20T_3_15-31-07-397108_1,48,2,4.78,2025-03-20
2025-03-20T_3_15-31-07-397108_1,99,3,14.97,2025-03-20
2025-03-20T_3_15-31-07-397108_1,32,3,9.27,2025-03-20
2025-03-20T_3_15-31-07-397108_1,95,1,2.99,2025-03-20
2025-03-20T_3_15-31-07-397108_1,7,3,4.5,2025-03-20
2025-03-20T_3_15-31-07-397108_1,26,3,8.94,2025-03-20
2025-03-20T_3_15-31-07-397108_1,19,2,6.9,2025-03-20
2025-03-20T_3_15-31-07-397108_1,2,5,6.25,2025-03-20
2025-03-20T_3_15-31-07-397108_1,54,4,3.4,2025-03-20
2025-03-20T_3_15-31-07-397108_1,75,5,43.95,2025-03-20
2025-03-20T_3_15-31-07-397108_1,46,3,2.07,2025-03-20
2025-03-20T_3_15-31-07-397108_1,13,1,2.98,2025-03-20
2025-03-20T_2_15-31-07-397108_2,16,2,6.28,2025-03-20
2025-03-20T_2_15-31-07-397108_2,66,2,7.98,2025-03-20
2025-03-20T_2_15-31-07-397108_2,27,1,2.15,2025-03-20
2025-03-20T_2_15-31-07-397108_2,79,1,3.57,2025-03-20
2025-03-20T_2_15-31-07-397108_2,15,5,14.9,2025-03-20
2025-03-20T_2_15-31-07-397108_2,85,2,9.98,2025-03-20
2025-03-20T_2_15-31-07-397108_2,31,2,4.98,2025-03-20
2025-03-20T_2_15-31-07-397108_2,16,1,3.14,2025-03-20
2025-03-20T_2_15-31-07-397108_2,59,1,2.79,2025-03-20
2025-03-20T_1_15-31-07-397108_3,8,2,3.78,2025-03-20
2025-03-20T_1_15-31-07-397108_3,61,1,1.29,2025-03-20
2025-03-20T_1_15-31-07-397108_3,43,4,15.96,2025-03-20
2025-03-20T_1_15-31-07-397108_3,76,5,2.85,2025-03-20
2025-03-20T_1_15-31-07-397108_3,34,1,1.99,2025-03-20
2025-03-20T_1_15-31-07-397108_3,70,2,7.0,2025-03-20
2025-03-20T_1_15-31-07-397108_3,4,4,11.96,2025-03-20
2025-03-20T_1_15-31-07-397108_3,41,2,4.78,2025-03-20
2025-03-20T_1_15-31-07-397108_3,96,1,2.75,2025-03-20
2025-03-20T_1_15-31-07-397108_3,40,4,14.36,2025-03-20
2025-03-20T_1_15-31-07-398102_4,62,1,6.5,2025-03-20
2025-03-20T_1_15-31-07-398102_4,7,3,4.5,2025-03-20
2025-03-20T_1_15-31-07-398102_4,20,2,2.78,2025-03-20
2025-03-20T_1_15-31-07-398102_4,12,2,3.6,2025-03-20
2025-03-20T_1_15-31-07-398102_4,80,4,19.92,2025-03-20
2025-03-20T_1_15-31-07-398102_4,69,2,7.98,2025-03-20
2025-03-20T_1_15-31-07-398102_4,96,4,11.0,2025-03-20
2025-03-20T_1_15-31-07-398102_4,51,2,4.98,2025-03-20
2025-03-20T_1_15-31-07-398102_4,21,1,2.99,2025-03-20
2025-03-20T_2_15-31-07-398102_5,56,5,7.95,2025-03-20
2025-03-20T_2_15-31-07-398102_5,46,4,2.76,2025-03-20
2025-03-20T_2_15-31-07-398102_5,17,2,9.0,2025-03-20
2025-03-20T_1_15-31-07-398102_6,8,2,3.78,2025-03-20
2025-03-20T_1_15-31-07-398102_6,1,4,6.0,2025-03-20
2025-03-20T_1_15-31-07-398102_6,22,5,13.95,2025-03-20
2025-03-20T_1_15-31-07-398102_6,54,5,4.25,2025-03-20
2025-03-20T_1_15-31-07-398102_6,28,5,14.45,2025-03-20
2025-03-20T_1_15-31-07-398102_6,86,1,1.29,2025-03-20
2025-03-20T_1_15-31-07-398102_7,79,3,10.71,2025-03-20
2025-03-20T_1_15-31-07-398102_7,39,5,13.75,2025-03-20
2025-03-20T_1_15-31-07-398102_7,85,3,14.97,2025-03-20
2025-03-20T_1_15-31-07-398102_7,52,4,3.48,2025-03-20
2025-03-20T_1_15-31-07-398102_7,55,1,0.78,2025-03-20
2025-03-20T_1_15-31-07-398102_7,12,4,7.2,2025-03-20
2025-03-20T_1_15-31-07-398102_7,43,2,7.98,2025-03-20
2025-03-20T_1_15-31-07-398102_7,94,2,3.98,2025-03-20
2025-03-20T_2_15-31-07-398102_8,77,4,2.36,2025-03-20
2025-03-20T_2_15-31-07-398102_8,16,3,9.42,2025-03-20
2025-03-20T_2_15-31-07-398102_8,7,2,3.0,2025-03-20
2025-03-20T_2_15-31-07-398102_8,23,2,7.58,2025-03-20
