tranId,productId,qty,amt,tranDate
2025-03-24T_2_10-21-55-270717_1,75,2,17.58,2025-03-24
2025-03-24T_2_10-21-55-270717_1,10,4,7.16,2025-03-24
2025-03-24T_2_10-21-55-270717_1,97,4,23.96,2025-03-24
2025-03-24T_2_10-21-55-270717_1,55,5,3.9,2025-03-24
2025-03-24T_2_10-21-55-270717_1,27,5,10.75,2025-03-24
2025-03-24T_2_10-21-55-270717_1,33,5,29.95,2025-03-24
2025-03-24T_2_10-21-55-270717_1,26,2,5.96,2025-03-24
2025-03-24T_2_10-21-55-270717_1,99,3,14.97,2025-03-24
2025-03-24T_2_10-21-55-270717_1,38,5,17.5,2025-03-24
2025-03-24T_2_10-21-55-270717_1,17,2,9.0,2025-03-24
2025-03-24T_3_10-21-55-270717_2,69,1,3.99,2025-03-24
2025-03-24T_3_10-21-55-270717_2,24,5,14.0,2025-03-24
2025-03-24T_3_10-21-55-270717_2,89,1,2.78,2025-03-24
2025-03-24T_3_10-21-55-270717_2,100,1,1.99,2025-03-24
2025-03-24T_3_10-21-55-270717_2,72,2,7.68,2025-03-24
2025-03-24T_3_10-21-55-270717_2,80,1,4.98,2025-03-24
2025-03-24T_3_10-21-55-271726_3,74,2,1.9,2025-03-24
2025-03-24T_3_10-21-55-271726_3,32,4,12.36,2025-03-24
2025-03-24T_3_10-21-55-271726_3,84,1,2.5,2025-03-24
2025-03-24T_3_10-21-55-271726_3,31,2,4.98,2025-03-24
2025-03-24T_3_10-21-55-271726_3,15,2,5.96,2025-03-24
2025-03-24T_3_10-21-55-271726_3,51,4,9.96,2025-03-24
2025-03-24T_3_10-21-55-271726_3,48,1,2.39,2025-03-24
2025-03-24T_3_10-21-55-271726_3,8,3,5.67,2025-03-24
2025-03-24T_3_10-21-55-271726_3,76,4,2.28,2025-03-24
2025-03-24T_3_10-21-55-271726_3,76,5,2.85,2025-03-24
2025-03-24T_3_10-21-55-271726_3,12,2,3.6,2025-03-24
2025-03-24T_3_10-21-55-271726_3,89,4,11.12,2025-03-24
2025-03-24T_3_10-21-55-271726_3,75,3,26.37,2025-03-24
2025-03-24T_3_10-21-55-271726_3,27,2,4.3,2025-03-24
2025-03-24T_2_10-21-55-271726_4,31,3,7.47,2025-03-24
2025-03-24T_2_10-21-55-271726_4,34,5,9.95,2025-03-24
2025-03-24T_2_10-21-55-271726_4,9,4,11.96,2025-03-24
2025-03-24T_2_10-21-55-271726_4,49,3,11.97,2025-03-24
2025-03-24T_2_10-21-55-271726_4,78,4,15.2,2025-03-24
2025-03-24T_2_10-21-55-271726_4,83,4,0.84,2025-03-24
2025-03-24T_2_10-21-55-271726_4,18,2,7.76,2025-03-24
2025-03-24T_2_10-21-55-271726_4,44,5,7.45,2025-03-24
2025-03-24T_2_10-21-55-271726_4,68,2,5.18,2025-03-24
2025-03-24T_2_10-21-55-271726_4,57,1,1.99,2025-03-24
2025-03-24T_1_10-21-55-271726_5,34,1,1.99,2025-03-24
2025-03-24T_1_10-21-55-271726_5,89,3,8.34,2025-03-24
2025-03-24T_1_10-21-55-271726_5,67,2,5.0,2025-03-24
2025-03-24T_1_10-21-55-271726_5,2,4,5.0,2025-03-24
2025-03-24T_1_10-21-55-271726_5,9,5,14.95,2025-03-24
2025-03-24T_1_10-21-55-271726_5,88,3,11.97,2025-03-24
2025-03-24T_1_10-21-55-271726_5,70,5,17.5,2025-03-24
2025-03-24T_1_10-21-55-271726_5,22,4,11.16,2025-03-24
2025-03-24T_1_10-21-55-271726_5,31,5,12.45,2025-03-24
2025-03-24T_1_10-21-55-271726_5,21,2,5.98,2025-03-24
2025-03-24T_1_10-21-55-271726_6,9,1,2.99,2025-03-24
2025-03-24T_1_10-21-55-271726_6,82,5,39.95,2025-03-24
2025-03-24T_1_10-21-55-271726_6,16,2,6.28,2025-03-24
2025-03-24T_1_10-21-55-271726_6,42,4,1.56,2025-03-24
2025-03-24T_1_10-21-55-271726_6,29,3,7.95,2025-03-24
2025-03-24T_1_10-21-55-271726_6,100,3,5.97,2025-03-24
2025-03-24T_1_10-21-55-271726_6,66,1,3.99,2025-03-24
2025-03-24T_1_10-21-55-271726_6,93,5,29.95,2025-03-24
2025-03-24T_1_10-21-55-271726_6,10,3,5.37,2025-03-24
2025-03-24T_1_10-21-55-271726_6,79,2,7.14,2025-03-24
2025-03-24T_1_10-21-55-271726_6,52,3,2.61,2025-03-24
2025-03-24T_1_10-21-55-271726_6,99,3,14.97,2025-03-24
2025-03-24T_1_10-21-55-271726_6,5,3,5.25,2025-03-24
2025-03-24T_1_10-21-55-271726_6,68,4,10.36,2025-03-24
