tranId,productId,qty,amt,tranDate
2025-03-23T_1_14-25-11-261539_1,3,1,2.45,2025-03-23
2025-03-23T_1_14-25-11-261539_2,46,2,1.38,2025-03-23
2025-03-23T_1_14-25-11-261539_2,32,1,3.09,2025-03-23
2025-03-23T_3_14-25-11-261539_3,59,3,8.37,2025-03-23
2025-03-23T_3_14-25-11-261539_3,42,1,0.39,2025-03-23
2025-03-23T_3_14-25-11-261539_3,86,2,2.58,2025-03-23
2025-03-23T_3_14-25-11-261539_3,29,2,5.3,2025-03-23
2025-03-23T_3_14-25-11-261539_3,42,1,0.39,2025-03-23
2025-03-23T_3_14-25-11-261539_3,32,2,6.18,2025-03-23
2025-03-23T_3_14-25-11-261539_3,1,1,1.5,2025-03-23
2025-03-23T_3_14-25-11-261539_3,87,3,29.97,2025-03-23
2025-03-23T_3_14-25-11-261539_3,68,1,2.59,2025-03-23
2025-03-23T_3_14-25-11-261539_4,96,1,2.75,2025-03-23
2025-03-23T_3_14-25-11-261539_4,25,5,11.75,2025-03-23
2025-03-23T_3_14-25-11-261539_4,27,1,2.15,2025-03-23
2025-03-23T_3_14-25-11-261539_4,95,3,8.97,2025-03-23
2025-03-23T_1_14-25-11-261539_5,79,5,17.85,2025-03-23
2025-03-23T_1_14-25-11-261539_5,34,3,5.97,2025-03-23
2025-03-23T_1_14-25-11-261539_5,75,2,17.58,2025-03-23
2025-03-23T_2_14-25-11-261539_6,10,3,5.37,2025-03-23
2025-03-23T_2_14-25-11-261539_6,36,3,7.17,2025-03-23
2025-03-23T_2_14-25-11-261539_6,24,2,5.6,2025-03-23
2025-03-23T_2_14-25-11-261539_6,85,4,19.96,2025-03-23
2025-03-23T_2_14-25-11-261539_6,24,5,14.0,2025-03-23
2025-03-23T_2_14-25-11-261539_6,18,3,11.64,2025-03-23
2025-03-23T_2_14-25-11-261539_6,13,3,8.94,2025-03-23
2025-03-23T_2_14-25-11-261539_6,25,2,4.7,2025-03-23
2025-03-23T_2_14-25-11-261539_6,83,2,0.42,2025-03-23
2025-03-23T_2_14-25-11-261539_6,10,2,3.58,2025-03-23
2025-03-23T_2_14-25-11-261539_6,57,4,7.96,2025-03-23
2025-03-23T_2_14-25-11-261539_6,60,5,9.95,2025-03-23
2025-03-23T_2_14-25-11-261539_6,62,2,13.0,2025-03-23
2025-03-23T_2_14-25-11-261539_6,8,1,1.89,2025-03-23
2025-03-23T_2_14-25-11-261539_6,42,2,0.78,2025-03-23
2025-03-23T_2_14-25-11-261539_6,1,1,1.5,2025-03-23
2025-03-23T_1_14-25-11-261539_7,93,4,23.96,2025-03-23
2025-03-23T_1_14-25-11-261539_7,76,4,2.28,2025-03-23
2025-03-23T_1_14-25-11-261539_7,80,3,14.94,2025-03-23
2025-03-23T_1_14-25-11-261539_7,76,4,2.28,2025-03-23
2025-03-23T_1_14-25-11-261539_7,2,5,6.25,2025-03-23
2025-03-23T_1_14-25-11-261539_7,54,3,2.55,2025-03-23
2025-03-23T_1_14-25-11-261539_7,56,1,1.59,2025-03-23
2025-03-23T_1_14-25-11-261539_7,86,1,1.29,2025-03-23
2025-03-23T_3_14-25-11-261539_8,85,4,19.96,2025-03-23
2025-03-23T_3_14-25-11-261539_8,47,5,12.5,2025-03-23
2025-03-23T_3_14-25-11-261539_8,69,3,11.97,2025-03-23
2025-03-23T_3_14-25-11-261539_8,100,2,3.98,2025-03-23
2025-03-23T_3_14-25-11-261539_8,38,4,14.0,2025-03-23
2025-03-23T_3_14-25-11-261539_8,63,2,7.58,2025-03-23
2025-03-23T_3_14-25-11-261539_8,69,3,11.97,2025-03-23
2025-03-23T_3_14-25-11-261539_8,37,5,13.45,2025-03-23
2025-03-23T_3_14-25-11-261539_8,70,4,14.0,2025-03-23
2025-03-23T_3_14-25-11-261539_8,84,4,10.0,2025-03-23
2025-03-23T_3_14-25-11-261539_8,85,4,19.96,2025-03-23
2025-03-23T_3_14-25-11-261539_8,7,2,3.0,2025-03-23
2025-03-23T_3_14-25-11-261539_8,60,1,1.99,2025-03-23
2025-03-23T_3_14-25-11-261539_8,47,2,5.0,2025-03-23
2025-03-23T_3_14-25-11-261539_8,88,2,7.98,2025-03-23
2025-03-23T_3_14-25-11-261539_8,75,1,8.79,2025-03-23
2025-03-23T_3_14-25-11-261539_8,97,3,17.97,2025-03-23
2025-03-23T_3_14-25-11-261539_9,97,1,5.99,2025-03-23
