tranId,productId,qty,amt,tranDate
2025-03-30T_1_10-38-03-240221_1,99,3,14.97,2025-03-30
2025-03-30T_1_10-38-03-240221_1,40,1,3.59,2025-03-30
2025-03-30T_1_10-38-03-240221_1,25,3,7.05,2025-03-30
2025-03-30T_1_10-38-03-240221_1,47,4,10.0,2025-03-30
2025-03-30T_1_10-38-03-240221_1,25,1,2.35,2025-03-30
2025-03-30T_1_10-38-03-240221_1,54,2,1.7,2025-03-30
2025-03-30T_1_10-38-03-240221_1,1,5,7.5,2025-03-30
2025-03-30T_1_10-38-03-240221_1,86,2,2.58,2025-03-30
2025-03-30T_1_10-38-03-240221_1,90,3,2.97,2025-03-30
2025-03-30T_1_10-38-03-240221_1,43,2,7.98,2025-03-30
2025-03-30T_1_10-38-03-240221_1,69,2,7.98,2025-03-30
2025-03-30T_1_10-38-03-240221_1,39,4,11.0,2025-03-30
2025-03-30T_1_10-38-03-240221_1,3,4,9.8,2025-03-30
2025-03-30T_1_10-38-03-240221_1,49,2,7.98,2025-03-30
2025-03-30T_1_10-38-03-240221_1,19,4,13.8,2025-03-30
2025-03-30T_1_10-38-03-240221_1,89,3,8.34,2025-03-30
2025-03-30T_1_10-38-03-240221_1,25,2,4.7,2025-03-30
2025-03-30T_2_10-38-03-240221_2,4,2,5.98,2025-03-30
2025-03-30T_2_10-38-03-240221_2,50,3,7.8,2025-03-30
2025-03-30T_2_10-38-03-240221_2,34,1,1.99,2025-03-30
2025-03-30T_2_10-38-03-240221_2,47,2,5.0,2025-03-30
2025-03-30T_2_10-38-03-240221_2,40,2,7.18,2025-03-30
2025-03-30T_2_10-38-03-240221_2,49,4,15.96,2025-03-30
2025-03-30T_2_10-38-03-240221_2,31,2,4.98,2025-03-30
2025-03-30T_2_10-38-03-240221_2,24,1,2.8,2025-03-30
2025-03-30T_2_10-38-03-240221_2,9,4,11.96,2025-03-30
2025-03-30T_2_10-38-03-240221_2,49,4,15.96,2025-03-30
2025-03-30T_2_10-38-03-240221_2,8,5,9.45,2025-03-30
2025-03-30T_2_10-38-03-240221_2,69,1,3.99,2025-03-30
2025-03-30T_2_10-38-03-240221_2,39,5,13.75,2025-03-30
