tranId,productId,qty,amt,tranDate
2025-03-27T_2_10-49-52-631099_1,37,3,8.07,2025-03-27
2025-03-27T_2_10-49-52-631099_1,57,3,5.97,2025-03-27
2025-03-27T_2_10-49-52-631099_1,71,2,13.18,2025-03-27
2025-03-27T_2_10-49-52-631099_1,79,4,14.28,2025-03-27
2025-03-27T_2_10-49-52-631099_1,18,4,15.52,2025-03-27
2025-03-27T_2_10-49-52-631099_1,57,3,5.97,2025-03-27
2025-03-27T_2_10-49-52-631099_1,11,1,4.99,2025-03-27
2025-03-27T_2_10-49-52-631099_1,93,2,11.98,2025-03-27
2025-03-27T_2_10-49-52-631099_1,2,3,3.75,2025-03-27
2025-03-27T_2_10-49-52-631099_1,5,2,3.5,2025-03-27
2025-03-27T_2_10-49-52-631099_1,20,5,6.95,2025-03-27
2025-03-27T_2_10-49-52-631099_1,29,1,2.65,2025-03-27
2025-03-27T_2_10-49-52-631099_1,52,4,3.48,2025-03-27
2025-03-27T_2_10-49-52-631099_1,47,5,12.5,2025-03-27
2025-03-27T_2_10-49-52-631099_1,76,5,2.85,2025-03-27
2025-03-27T_2_10-49-52-631099_1,33,4,23.96,2025-03-27
2025-03-27T_2_10-49-52-631099_1,45,3,2.97,2025-03-27
2025-03-27T_3_10-49-52-631099_2,52,2,1.74,2025-03-27
2025-03-27T_3_10-49-52-631099_2,24,2,5.6,2025-03-27
2025-03-27T_3_10-49-52-631099_2,60,5,9.95,2025-03-27
2025-03-27T_3_10-49-52-631099_2,23,1,3.79,2025-03-27
2025-03-27T_3_10-49-52-631099_2,77,4,2.36,2025-03-27
2025-03-27T_3_10-49-52-631099_2,59,4,11.16,2025-03-27
2025-03-27T_3_10-49-52-631099_2,95,4,11.96,2025-03-27
2025-03-27T_3_10-49-52-631099_2,87,2,19.98,2025-03-27
2025-03-27T_3_10-49-52-631099_2,8,5,9.45,2025-03-27
2025-03-27T_3_10-49-52-631099_2,62,4,26.0,2025-03-27
2025-03-27T_1_10-49-52-631099_3,7,5,7.5,2025-03-27
2025-03-27T_1_10-49-52-631099_3,31,5,12.45,2025-03-27
2025-03-27T_1_10-49-52-631099_3,3,2,4.9,2025-03-27
2025-03-27T_3_10-49-52-631099_4,94,1,1.99,2025-03-27
2025-03-27T_3_10-49-52-631099_4,31,5,12.45,2025-03-27
2025-03-27T_3_10-49-52-631099_4,14,2,1.98,2025-03-27
2025-03-27T_3_10-49-52-631099_4,89,2,5.56,2025-03-27
2025-03-27T_3_10-49-52-631099_4,21,4,11.96,2025-03-27
2025-03-27T_3_10-49-52-631099_4,20,4,5.56,2025-03-27
2025-03-27T_3_10-49-52-631099_4,72,5,19.2,2025-03-27
2025-03-27T_3_10-49-52-631099_4,100,4,7.96,2025-03-27
2025-03-27T_3_10-49-52-631099_4,84,4,10.0,2025-03-27
2025-03-27T_3_10-49-52-631099_4,96,2,5.5,2025-03-27
2025-03-27T_3_10-49-52-631099_4,75,3,26.37,2025-03-27
2025-03-27T_3_10-49-52-631099_4,82,5,39.95,2025-03-27
2025-03-27T_3_10-49-52-631099_4,21,3,8.97,2025-03-27
2025-03-27T_3_10-49-52-631099_4,83,4,0.84,2025-03-27
2025-03-27T_2_10-49-52-631099_5,35,5,10.45,2025-03-27
2025-03-27T_1_10-49-52-631099_6,40,2,7.18,2025-03-27
2025-03-27T_1_10-49-52-631099_6,38,3,10.5,2025-03-27
2025-03-27T_1_10-49-52-631099_6,48,4,9.56,2025-03-27
2025-03-27T_1_10-49-52-631099_6,87,2,19.98,2025-03-27
2025-03-27T_1_10-49-52-631099_6,79,3,10.71,2025-03-27
2025-03-27T_1_10-49-52-631099_6,59,3,8.37,2025-03-27
2025-03-27T_1_10-49-52-631099_6,92,2,4.98,2025-03-27
2025-03-27T_1_10-49-52-631099_6,54,4,3.4,2025-03-27
2025-03-27T_1_10-49-52-631099_6,32,3,9.27,2025-03-27
2025-03-27T_1_10-49-52-631099_6,55,1,0.78,2025-03-27
2025-03-27T_1_10-49-52-631099_6,3,3,7.35,2025-03-27
2025-03-27T_3_10-49-52-631099_7,4,3,8.97,2025-03-27
2025-03-27T_3_10-49-52-631099_7,7,5,7.5,2025-03-27
2025-03-27T_3_10-49-52-631099_7,72,2,7.68,2025-03-27
2025-03-27T_3_10-49-52-631099_7,23,3,11.37,2025-03-27
2025-03-27T_3_10-49-52-631099_7,78,5,19.0,2025-03-27
2025-03-27T_3_10-49-52-631099_7,43,5,19.95,2025-03-27
2025-03-27T_3_10-49-52-631099_7,74,2,1.9,2025-03-27
