tranId,productId,qty,amt,tranDate
2025-03-25T_2_10-45-07-352035_1,50,1,2.6,2025-03-25
2025-03-25T_2_10-45-07-352035_1,17,4,18.0,2025-03-25
2025-03-25T_2_10-45-07-352035_1,51,2,4.98,2025-03-25
2025-03-25T_2_10-45-07-352035_1,34,3,5.97,2025-03-25
2025-03-25T_2_10-45-07-352035_1,65,2,15.98,2025-03-25
2025-03-25T_2_10-45-07-352035_1,14,5,4.95,2025-03-25
2025-03-25T_2_10-45-07-352035_1,49,3,11.97,2025-03-25
2025-03-25T_2_10-45-07-352035_2,54,1,0.85,2025-03-25
2025-03-25T_2_10-45-07-352035_2,64,4,17.84,2025-03-25
2025-03-25T_2_10-45-07-352035_3,48,2,4.78,2025-03-25
2025-03-25T_2_10-45-07-352035_3,84,4,10.0,2025-03-25
2025-03-25T_2_10-45-07-352035_3,33,3,17.97,2025-03-25
2025-03-25T_2_10-45-07-352035_3,41,5,11.95,2025-03-25
2025-03-25T_2_10-45-07-352035_3,59,1,2.79,2025-03-25
2025-03-25T_2_10-45-07-352035_3,23,1,3.79,2025-03-25
2025-03-25T_2_10-45-07-352035_3,65,5,39.95,2025-03-25
2025-03-25T_2_10-45-07-352035_3,96,2,5.5,2025-03-25
2025-03-25T_2_10-45-07-352035_3,92,3,7.47,2025-03-25
2025-03-25T_2_10-45-07-352035_3,32,5,15.45,2025-03-25
2025-03-25T_2_10-45-07-352035_3,22,4,11.16,2025-03-25
2025-03-25T_2_10-45-07-352035_3,57,5,9.95,2025-03-25
2025-03-25T_2_10-45-07-352035_3,53,3,2.97,2025-03-25
2025-03-25T_2_10-45-07-352035_3,51,2,4.98,2025-03-25
2025-03-25T_2_10-45-07-352035_3,72,2,7.68,2025-03-25
2025-03-25T_2_10-45-07-352035_3,7,3,4.5,2025-03-25
2025-03-25T_2_10-45-07-352035_3,71,3,19.77,2025-03-25
2025-03-25T_2_10-45-07-352035_3,75,5,43.95,2025-03-25
2025-03-25T_2_10-45-07-352035_3,64,3,13.38,2025-03-25
2025-03-25T_1_10-45-07-352035_4,89,5,13.9,2025-03-25
2025-03-25T_1_10-45-07-352035_4,25,5,11.75,2025-03-25
2025-03-25T_1_10-45-07-352035_4,25,5,11.75,2025-03-25
2025-03-25T_1_10-45-07-353041_5,83,4,0.84,2025-03-25
2025-03-25T_1_10-45-07-353041_5,78,2,7.6,2025-03-25
2025-03-25T_1_10-45-07-353041_5,82,1,7.99,2025-03-25
2025-03-25T_1_10-45-07-353041_5,48,2,4.78,2025-03-25
2025-03-25T_1_10-45-07-353041_5,14,4,3.96,2025-03-25
2025-03-25T_1_10-45-07-353041_6,80,1,4.98,2025-03-25
2025-03-25T_1_10-45-07-353041_6,91,5,33.5,2025-03-25
2025-03-25T_1_10-45-07-353041_6,59,1,2.79,2025-03-25
2025-03-25T_1_10-45-07-353041_6,2,1,1.25,2025-03-25
2025-03-25T_1_10-45-07-353041_6,12,3,5.4,2025-03-25
2025-03-25T_1_10-45-07-353041_6,61,5,6.45,2025-03-25
2025-03-25T_1_10-45-07-353041_6,26,1,2.98,2025-03-25
2025-03-25T_1_10-45-07-353041_6,35,5,10.45,2025-03-25
2025-03-25T_1_10-45-07-353041_6,42,5,1.95,2025-03-25
2025-03-25T_1_10-45-07-353041_6,91,5,33.5,2025-03-25
2025-03-25T_1_10-45-07-353041_6,90,4,3.96,2025-03-25
2025-03-25T_1_10-45-07-353041_6,93,3,17.97,2025-03-25
2025-03-25T_1_10-45-07-353041_6,47,5,12.5,2025-03-25
2025-03-25T_1_10-45-07-353041_6,20,2,2.78,2025-03-25
2025-03-25T_1_10-45-07-353041_6,55,3,2.34,2025-03-25
2025-03-25T_1_10-45-07-353041_6,86,2,2.58,2025-03-25
2025-03-25T_1_10-45-07-353041_6,83,5,1.05,2025-03-25
2025-03-25T_1_10-45-07-353041_6,28,1,2.89,2025-03-25
2025-03-25T_3_10-45-07-353041_7,58,5,11.25,2025-03-25
2025-03-25T_3_10-45-07-353041_7,41,3,7.17,2025-03-25
2025-03-25T_3_10-45-07-353041_8,93,3,17.97,2025-03-25
2025-03-25T_3_10-45-07-353041_8,50,3,7.8,2025-03-25
2025-03-25T_3_10-45-07-353041_8,29,4,10.6,2025-03-25
2025-03-25T_3_10-45-07-353041_8,59,1,2.79,2025-03-25
2025-03-25T_3_10-45-07-353041_8,75,3,26.37,2025-03-25
2025-03-25T_3_10-45-07-353041_8,36,5,11.95,2025-03-25
2025-03-25T_3_10-45-07-353041_8,55,3,2.34,2025-03-25
2025-03-25T_3_10-45-07-353041_8,16,5,15.7,2025-03-25
2025-03-25T_3_10-45-07-353041_8,4,2,5.98,2025-03-25
2025-03-25T_3_10-45-07-353041_8,15,1,2.98,2025-03-25
2025-03-25T_3_10-45-07-353041_8,40,1,3.59,2025-03-25
2025-03-25T_3_10-45-07-353041_8,43,3,11.97,2025-03-25
2025-03-25T_3_10-45-07-353041_8,99,4,19.96,2025-03-25
2025-03-25T_1_10-45-07-353041_9,93,1,5.99,2025-03-25
2025-03-25T_1_10-45-07-353041_9,19,4,13.8,2025-03-25
2025-03-25T_1_10-45-07-353041_9,63,2,7.58,2025-03-25
2025-03-25T_1_10-45-07-353041_9,16,4,12.56,2025-03-25
2025-03-25T_1_10-45-07-353041_9,74,3,2.85,2025-03-25
2025-03-25T_1_10-45-07-353041_9,66,1,3.99,2025-03-25
2025-03-25T_1_10-45-07-353041_9,32,5,15.45,2025-03-25
2025-03-25T_1_10-45-07-353041_9,46,3,2.07,2025-03-25
2025-03-25T_1_10-45-07-353041_9,22,2,5.58,2025-03-25
2025-03-25T_1_10-45-07-353041_9,92,1,2.49,2025-03-25
2025-03-25T_1_10-45-07-353041_9,36,1,2.39,2025-03-25
2025-03-25T_1_10-45-07-353041_9,1,3,4.5,2025-03-25
2025-03-25T_1_10-45-07-353041_9,71,4,26.36,2025-03-25
2025-03-25T_1_10-45-07-353041_9,46,3,2.07,2025-03-25
2025-03-25T_1_10-45-07-353041_9,100,4,7.96,2025-03-25
2025-03-25T_2_10-45-07-353041_10,44,4,5.96,2025-03-25
2025-03-25T_3_10-45-07-353041_11,59,1,2.79,2025-03-25
2025-03-25T_3_10-45-07-353041_11,99,1,4.99,2025-03-25
2025-03-25T_3_10-45-07-353041_11,37,3,8.07,2025-03-25
2025-03-25T_3_10-45-07-353041_11,61,5,6.45,2025-03-25
