tranId,productId,qty,amt,tranDate
2025-03-28T_1_10-23-01-365913_1,63,1,3.79,2025-03-28
2025-03-28T_1_10-23-01-365913_1,56,3,4.77,2025-03-28
2025-03-28T_1_10-23-01-365913_1,92,5,12.45,2025-03-28
2025-03-28T_1_10-23-01-365913_1,52,4,3.48,2025-03-28
2025-03-28T_1_10-23-01-365913_1,77,3,1.77,2025-03-28
2025-03-28T_1_10-23-01-365913_1,53,5,4.95,2025-03-28
2025-03-28T_1_10-23-01-365913_1,5,2,3.5,2025-03-28
2025-03-28T_1_10-23-01-365913_1,51,2,4.98,2025-03-28
2025-03-28T_3_10-23-01-365913_2,36,5,11.95,2025-03-28
2025-03-28T_3_10-23-01-365913_2,41,2,4.78,2025-03-28
2025-03-28T_3_10-23-01-365913_2,100,3,5.97,2025-03-28
2025-03-28T_3_10-23-01-365913_2,7,3,4.5,2025-03-28
2025-03-28T_3_10-23-01-365913_2,97,1,5.99,2025-03-28
2025-03-28T_3_10-23-01-365913_2,37,4,10.76,2025-03-28
2025-03-28T_3_10-23-01-365913_2,8,4,7.56,2025-03-28
2025-03-28T_3_10-23-01-365913_2,22,1,2.79,2025-03-28
2025-03-28T_3_10-23-01-365913_2,1,1,1.5,2025-03-28
2025-03-28T_3_10-23-01-365913_2,1,1,1.5,2025-03-28
2025-03-28T_3_10-23-01-365913_2,84,4,10.0,2025-03-28
2025-03-28T_3_10-23-01-365913_2,89,5,13.9,2025-03-28
2025-03-28T_3_10-23-01-365913_2,12,2,3.6,2025-03-28
2025-03-28T_3_10-23-01-365913_2,70,3,10.5,2025-03-28
2025-03-28T_3_10-23-01-365913_2,1,1,1.5,2025-03-28
2025-03-28T_3_10-23-01-365913_3,71,4,26.36,2025-03-28
2025-03-28T_3_10-23-01-365913_3,33,1,5.99,2025-03-28
2025-03-28T_2_10-23-01-366921_4,63,5,18.95,2025-03-28
2025-03-28T_2_10-23-01-366921_4,46,1,0.69,2025-03-28
2025-03-28T_2_10-23-01-366921_4,82,3,23.97,2025-03-28
2025-03-28T_2_10-23-01-366921_4,73,2,7.98,2025-03-28
2025-03-28T_2_10-23-01-366921_4,22,1,2.79,2025-03-28
2025-03-28T_2_10-23-01-366921_4,48,2,4.78,2025-03-28
2025-03-28T_2_10-23-01-366921_4,66,5,19.95,2025-03-28
2025-03-28T_2_10-23-01-366921_4,53,5,4.95,2025-03-28
2025-03-28T_2_10-23-01-366921_4,92,3,7.47,2025-03-28
2025-03-28T_2_10-23-01-366921_4,57,5,9.95,2025-03-28
2025-03-28T_2_10-23-01-366921_4,13,5,14.9,2025-03-28
2025-03-28T_2_10-23-01-366921_4,41,5,11.95,2025-03-28
2025-03-28T_2_10-23-01-366921_4,74,4,3.8,2025-03-28
2025-03-28T_2_10-23-01-366921_4,22,2,5.58,2025-03-28
2025-03-28T_2_10-23-01-366921_5,70,4,14.0,2025-03-28
2025-03-28T_2_10-23-01-366921_5,73,2,7.98,2025-03-28
2025-03-28T_2_10-23-01-366921_5,5,5,8.75,2025-03-28
2025-03-28T_2_10-23-01-366921_5,29,2,5.3,2025-03-28
2025-03-28T_3_10-23-01-366921_6,30,4,12.4,2025-03-28
2025-03-28T_3_10-23-01-366921_6,21,5,14.95,2025-03-28
2025-03-28T_3_10-23-01-366921_6,52,3,2.61,2025-03-28
2025-03-28T_3_10-23-01-366921_6,97,4,23.96,2025-03-28
2025-03-28T_3_10-23-01-366921_6,91,4,26.8,2025-03-28
2025-03-28T_3_10-23-01-366921_6,36,5,11.95,2025-03-28
2025-03-28T_3_10-23-01-366921_6,10,3,5.37,2025-03-28
2025-03-28T_3_10-23-01-366921_6,98,3,14.97,2025-03-28
2025-03-28T_3_10-23-01-366921_6,16,1,3.14,2025-03-28
2025-03-28T_3_10-23-01-366921_6,40,5,17.95,2025-03-28
2025-03-28T_3_10-23-01-366921_6,31,1,2.49,2025-03-28
2025-03-28T_3_10-23-01-366921_6,79,4,14.28,2025-03-28
2025-03-28T_3_10-23-01-366921_6,83,5,1.05,2025-03-28
2025-03-28T_3_10-23-01-366921_6,48,4,9.56,2025-03-28
2025-03-28T_3_10-23-01-366921_6,17,5,22.5,2025-03-28
2025-03-28T_3_10-23-01-366921_6,99,3,14.97,2025-03-28
2025-03-28T_3_10-23-01-366921_6,54,1,0.85,2025-03-28
2025-03-28T_3_10-23-01-366921_6,47,4,10.0,2025-03-28
2025-03-28T_1_10-23-01-366921_7,67,5,12.5,2025-03-28
2025-03-28T_1_10-23-01-366921_7,50,3,7.8,2025-03-28
